Timestamp (UTC),Level (m),Velocity (m/s),Discharge (m^3/s),Discharge smoothed (m^3/s)
2018-08-19 10:05:00,0.24800,0.27500,0.64000,0.67832
2018-08-19 10:06:00,0.26100,0.27600,0.67800,0.67604
2018-08-19 10:07:00,0.28700,0.27600,0.74400,0.67352
2018-08-19 10:08:00,0.24100,0.27500,0.62300,0.67169
2018-08-19 10:09:00,0.28100,0.27600,0.72900,0.67006
2018-08-19 10:10:00,0.22800,0.27600,0.59200,0.67059
2018-08-19 10:11:00,0.27800,0.27700,0.72400,0.66978
2018-08-19 10:12:00,0.25000,0.27800,0.65300,0.66687
2018-08-19 10:13:00,0.26300,0.27800,0.68800,0.66727
2018-08-19 10:14:00,0.22700,0.27800,0.59500,0.66631
2018-08-19 10:15:00,0.22700,0.27900,0.59600,0.66450
2018-08-19 10:16:00,0.27500,0.27800,0.71900,0.66184
2018-08-19 10:17:00,0.24300,0.27800,0.63700,0.66445
2018-08-19 10:18:00,0.25700,0.27800,0.67400,0.66490
2018-08-19 10:19:00,0.21700,0.27900,0.57100,0.66316
2018-08-19 10:20:00,0.30800,0.28000,0.81200,0.66528
2018-08-19 10:21:00,0.31100,0.27900,0.81600,0.66264
2018-08-19 10:22:00,0.27000,0.28000,0.71400,0.66119
2018-08-19 10:23:00,0.27700,0.28000,0.73200,0.65991
2018-08-19 10:24:00,0.28300,0.28000,0.74600,0.65659
2018-08-19 10:25:00,0.27000,0.28100,0.71600,0.65914
2018-08-19 10:26:00,0.25800,0.28100,0.68400,0.65829
2018-08-19 10:27:00,0.24600,0.28100,0.65200,0.65538
2018-08-19 10:28:00,0.23000,0.28200,0.61300,0.65527
2018-08-19 10:29:00,0.25300,0.28200,0.67500,0.65804
2018-08-19 10:30:00,0.26300,0.28300,0.70300,0.65649
2018-08-19 10:31:00,0.22200,0.28300,0.59200,0.66321
2018-08-19 10:32:00,0.24800,0.28300,0.66400,0.66395
2018-08-19 10:33:00,0.20800,0.28300,0.55800,0.66629
2018-08-19 10:34:00,0.19400,0.28300,0.51900,0.66489
2018-08-19 10:35:00,0.22200,0.28300,0.59500,0.66261
2018-08-19 10:36:00,0.21900,0.28500,0.59000,0.66112
2018-08-19 10:37:00,0.21000,0.28500,0.56600,0.65942
2018-08-19 10:38:00,0.23900,0.28600,0.64600,0.65825
2018-08-19 10:39:00,0.26000,0.28500,0.70100,0.65608
2018-08-19 10:40:00,0.24600,0.28500,0.66300,0.65866
2018-08-19 10:41:00,0.25300,0.28600,0.68400,0.65775
2018-08-19 10:42:00,0.28200,0.28700,0.76400,0.65860
2018-08-19 10:43:00,0.26400,0.28700,0.71800,0.66499
2018-08-19 10:44:00,0.23700,0.28700,0.64400,0.66640
2018-08-19 10:45:00,0.21500,0.28700,0.58500,0.66792
2018-08-19 10:46:00,0.24600,0.28700,0.66800,0.66630
2018-08-19 10:49:00,0.28500,0.28900,0.77900,0.67054
2018-08-19 10:50:00,0.22400,0.28900,0.61500,0.67191
2018-08-19 10:51:00,0.23900,0.29000,0.66000,0.67715
2018-08-19 10:52:00,0.24600,0.29000,0.67500,0.66921
2018-08-19 10:53:00,0.26400,0.29000,0.72700,0.67147
2018-08-19 10:54:00,0.22800,0.29100,0.62700,0.67855
2018-08-19 10:55:00,0.25900,0.29100,0.71500,0.68077
2018-08-19 10:56:00,0.26800,0.29100,0.74100,0.68343
2018-08-19 10:57:00,0.21600,0.29200,0.60100,0.68506
2018-08-19 10:59:00,0.25300,0.29300,0.70500,0.69185
2018-08-19 11:00:00,0.22000,0.29300,0.61300,0.69834
2018-08-19 11:01:00,0.26500,0.29500,0.74200,0.70086
2018-08-19 11:02:00,0.24200,0.29500,0.67900,0.70481
2018-08-19 11:03:00,0.25800,0.29500,0.72200,0.70716
2018-08-19 11:04:00,0.26100,0.29600,0.73500,0.71206
2018-08-19 11:05:00,0.28800,0.29500,0.80800,0.71597
2018-08-19 11:06:00,0.25200,0.29600,0.71100,0.71613
2018-08-19 11:07:00,0.20700,0.29700,0.58400,0.72142
2018-08-19 11:08:00,0.24600,0.29700,0.69700,0.72429
2018-08-19 11:09:00,0.27400,0.29800,0.77700,0.72745
2018-08-19 11:10:00,0.25500,0.29800,0.72400,0.73302
2018-08-19 11:11:00,0.22100,0.29800,0.62800,0.73591
2018-08-19 11:12:00,0.28500,0.30000,0.81500,0.74025
2018-08-19 11:13:00,0.30200,0.29900,0.86000,0.74040
2018-08-19 11:14:00,0.27400,0.30000,0.78500,0.74244
2018-08-19 11:15:00,0.26100,0.30000,0.74700,0.74723
2018-08-19 11:16:00,0.29500,0.30000,0.84600,0.75052
2018-08-19 11:17:00,0.28900,0.30100,0.83100,0.75606
2018-08-19 11:18:00,0.23400,0.30300,0.67500,0.76162
2018-08-19 11:19:00,0.28800,0.30300,0.83200,0.76949
2018-08-19 11:20:00,0.27600,0.30400,0.80100,0.77616
2018-08-19 11:21:00,0.21000,0.30400,0.61000,0.78379
2018-08-19 11:22:00,0.24800,0.30400,0.72000,0.79240
2018-08-19 11:23:00,0.28600,0.30400,0.83100,0.79274
2018-08-19 11:24:00,0.29500,0.30500,0.86000,0.79017
2018-08-19 11:25:00,0.24700,0.30600,0.72300,0.79801
2018-08-19 11:26:00,0.27300,0.30500,0.79600,0.80769
2018-08-19 11:27:00,0.22200,0.30600,0.64800,0.81075
2018-08-19 11:28:00,0.41100,0.30600,1.20200,0.81815
2018-08-19 11:29:00,0.25400,0.30600,0.74300,0.82199
2018-08-19 11:30:00,0.21500,0.30600,0.62900,0.82990
2018-08-19 11:31:00,0.26200,0.30800,0.77100,0.83423
2018-08-19 11:32:00,0.26900,0.30700,0.79100,0.83655
2018-08-19 11:33:00,0.24900,0.30700,0.73100,0.84234
2018-08-19 11:34:00,0.24700,0.30700,0.72800,0.84209
2018-08-19 11:35:00,0.26000,0.30800,0.76600,0.84272
2018-08-19 11:36:00,0.29700,0.30800,0.87500,0.84456
2018-08-19 11:37:00,0.28700,0.30900,0.84800,0.84291
2018-08-19 11:38:00,0.32700,0.30900,0.96800,0.84490
2018-08-19 11:39:00,0.28600,0.31000,0.84700,0.84992
2018-08-19 11:40:00,0.29800,0.30800,0.87900,0.85235
2018-08-19 11:41:00,0.35500,0.30900,1.05100,0.85591
2018-08-19 11:42:00,0.26600,0.30800,0.78300,0.85536
2018-08-19 11:43:00,0.32800,0.30800,0.96800,0.85431
2018-08-19 11:44:00,0.34200,0.30900,1.01200,0.85532
2018-08-19 11:45:00,0.27000,0.30900,0.79800,0.86128
2018-08-19 11:46:00,0.33700,0.31100,1.00300,0.86211
2018-08-19 11:47:00,0.27900,0.31100,0.83400,0.85728
2018-08-19 11:48:00,0.32900,0.31200,0.98600,0.86103
2018-08-19 11:49:00,0.32800,0.31100,0.97600,0.86705
2018-08-19 11:50:00,0.28100,0.31100,0.83800,0.86537
2018-08-19 11:51:00,0.29200,0.31100,0.87100,0.86083
2018-08-19 11:52:00,0.28000,0.31100,0.83400,0.86177
2018-08-19 11:53:00,0.29600,0.31200,0.88600,0.86404
2018-08-19 11:54:00,0.24500,0.31100,0.73100,0.85787
2018-08-19 11:55:00,0.26600,0.31100,0.79200,0.85483
2018-08-19 11:56:00,0.27600,0.31100,0.82400,0.84945
2018-08-19 11:57:00,0.24300,0.31200,0.72600,0.84950
2018-08-19 11:58:00,0.34900,0.31200,1.04400,0.84441
2018-08-19 11:59:00,0.38100,0.31200,1.14200,0.84480
2018-08-19 12:00:00,0.24400,0.31200,0.73100,0.84298
2018-08-19 12:01:00,0.24700,0.31100,0.73700,0.84264
2018-08-19 12:02:00,0.29300,0.31200,0.87400,0.84778
2018-08-19 12:03:00,0.23100,0.31100,0.69000,0.84830
2018-08-19 12:04:00,0.28400,0.31200,0.85200,0.85693
2018-08-19 12:05:00,0.23100,0.31300,0.69400,0.85786
2018-08-19 12:06:00,0.24400,0.31300,0.73500,0.85971
2018-08-19 12:07:00,0.30100,0.31300,0.90200,0.85461
2018-08-19 12:08:00,0.25200,0.31300,0.75800,0.85862
2018-08-19 12:09:00,0.29600,0.31300,0.88800,0.85658
2018-08-19 12:10:00,0.31400,0.31300,0.94400,0.85367
2018-08-19 12:11:00,0.26000,0.31300,0.78100,0.85469
2018-08-19 12:12:00,0.35500,0.31500,1.07200,0.85554
2018-08-19 12:13:00,0.27900,0.31400,0.84200,0.85026
2018-08-19 12:14:00,0.24000,0.31300,0.72000,0.85971
2018-08-19 12:15:00,0.27700,0.31500,0.83700,0.85857
2018-08-19 12:16:00,0.28300,0.31400,0.85300,0.86344
2018-08-19 12:17:00,0.31600,0.31400,0.95300,0.86931
2018-08-19 12:18:00,0.27700,0.31400,0.83500,0.86960
2018-08-19 12:19:00,0.27200,0.31500,0.82400,0.87256
2018-08-19 12:20:00,0.21300,0.31500,0.64400,0.87659
2018-08-19 12:21:00,0.26800,0.31400,0.80800,0.87709
2018-08-19 12:22:00,0.32000,0.31400,0.96600,0.88295
2018-08-19 12:23:00,0.24300,0.31400,0.73400,0.88350
2018-08-19 12:24:00,0.21700,0.31300,0.65300,0.89163
2018-08-19 12:25:00,0.31000,0.31500,0.93600,0.89548
2018-08-19 12:26:00,0.34600,0.31500,1.04600,0.89847
2018-08-19 12:27:00,0.29800,0.31400,0.90000,0.89706
2018-08-19 12:28:00,0.27400,0.31400,0.82600,0.89510
2018-08-19 12:29:00,0.35500,0.31500,1.07300,0.89749
2018-08-19 12:30:00,0.36600,0.31500,1.10400,0.89813
2018-08-19 12:31:00,0.40500,0.31500,1.22400,0.89939
2018-08-19 12:32:00,0.25800,0.31400,0.77700,0.90011
2018-08-19 12:33:00,0.37100,0.31300,1.11600,0.89930
2018-08-19 12:34:00,0.32500,0.31500,0.98300,0.90389
2018-08-19 12:35:00,0.37800,0.31500,1.14200,0.91157
2018-08-19 12:36:00,0.31400,0.31500,0.95000,0.91277
2018-08-19 12:37:00,0.24600,0.31600,0.74600,0.91087
2018-08-19 12:38:00,0.25800,0.31500,0.78000,0.91526
2018-08-19 12:39:00,0.31700,0.31500,0.95900,0.91259
2018-08-19 12:40:00,0.29300,0.31500,0.88600,0.91579
2018-08-19 12:41:00,0.22900,0.31500,0.69200,0.91165
2018-08-19 12:42:00,0.37900,0.31500,1.14500,0.90978
2018-08-19 12:43:00,0.24200,0.31400,0.73000,0.90958
2018-08-19 12:44:00,0.30800,0.31500,0.93400,0.90714
2018-08-19 12:45:00,0.31800,0.31400,0.96100,0.90660
2018-08-19 12:47:00,0.26300,0.31500,0.79400,0.90569
2018-08-19 12:48:00,0.29500,0.31700,0.89800,0.89839
2018-08-19 12:49:00,0.39100,0.31400,1.18000,0.90057
2018-08-19 12:50:00,0.20100,0.31500,0.60800,0.89850
2018-08-19 12:51:00,0.32400,0.31500,0.97900,0.89357
2018-08-19 12:52:00,0.23800,0.31500,0.72000,0.89343
2018-08-19 12:53:00,0.27700,0.31600,0.84200,0.88874
2018-08-19 12:54:00,0.27700,0.31500,0.83800,0.88606
2018-08-19 12:55:00,0.29600,0.31500,0.89500,0.88152
2018-08-19 12:56:00,0.29900,0.31600,0.90800,0.87926
2018-08-19 12:57:00,0.28600,0.31500,0.86600,0.87043
2018-08-19 12:58:00,0.27000,0.31500,0.81600,0.86826
2018-08-19 12:59:00,0.29800,0.31500,0.90200,0.86660
2018-08-19 13:00:00,0.22800,0.31500,0.69000,0.86102
2018-08-19 13:01:00,0.29200,0.31600,0.88600,0.85198
2018-08-19 13:02:00,0.25900,0.31700,0.78900,0.85169
2018-08-19 13:03:00,0.34100,0.31600,1.03400,0.84659
2018-08-19 13:04:00,0.34400,0.31600,1.04400,0.84178
2018-08-19 13:05:00,0.29700,0.31600,0.90200,0.83857
2018-08-19 13:06:00,0.27000,0.31500,0.81900,0.83218
2018-08-19 13:07:00,0.27200,0.31600,0.82700,0.82976
2018-08-19 13:08:00,0.28800,0.31500,0.87100,0.83160
2018-08-19 13:09:00,0.27300,0.31600,0.82700,0.82909
2018-08-19 13:10:00,0.29200,0.31600,0.88800,0.83099
2018-08-19 13:11:00,0.28700,0.31600,0.87100,0.83513
2018-08-19 13:12:00,0.25300,0.31600,0.76800,0.84000
2018-08-19 13:13:00,0.29400,0.31600,0.89500,0.84536
2018-08-19 13:14:00,0.23500,0.31600,0.71500,0.84517
2018-08-19 13:15:00,0.27600,0.31600,0.83800,0.83975
2018-08-19 13:16:00,0.22800,0.31600,0.69300,0.84440
2018-08-19 13:17:00,0.28100,0.31700,0.85400,0.84520
2018-08-19 13:18:00,0.24800,0.31700,0.75500,0.83967
2018-08-19 13:19:00,0.27000,0.31700,0.82300,0.84563
2018-08-19 13:20:00,0.25200,0.31700,0.76800,0.84275
2018-08-19 13:21:00,0.25900,0.31700,0.78700,0.84119
2018-08-19 13:22:00,0.28300,0.31700,0.86000,0.84521
2018-08-19 13:23:00,0.33100,0.31700,1.00600,0.84404
2018-08-19 13:24:00,0.28400,0.31700,0.86500,0.84956
2018-08-19 13:25:00,0.27700,0.31700,0.84500,0.85803
2018-08-19 13:26:00,0.27600,0.31700,0.84200,0.85101
2018-08-19 13:27:00,0.23100,0.31700,0.70500,0.84808
2018-08-19 13:28:00,0.30400,0.31600,0.92400,0.84805
2018-08-19 13:29:00,0.30900,0.31700,0.94200,0.85019
2018-08-19 13:30:00,0.30300,0.31700,0.92300,0.85060
2018-08-19 13:31:00,0.26100,0.31700,0.79600,0.85423
2018-08-19 13:32:00,0.29700,0.31700,0.90400,0.84695
2018-08-19 13:33:00,0.23700,0.31700,0.72300,0.84903
2018-08-19 13:34:00,0.27700,0.31700,0.84500,0.84865
2018-08-19 13:35:00,0.25900,0.31600,0.78700,0.85192
2018-08-19 13:36:00,0.27400,0.31700,0.83500,0.85155
2018-08-19 13:37:00,0.22200,0.31600,0.67600,0.85578
2018-08-19 13:38:00,0.33900,0.31600,1.02600,0.85877
2018-08-19 13:39:00,0.29300,0.31700,0.89300,0.86567
2018-08-19 13:40:00,0.24100,0.31700,0.73300,0.87115
2018-08-19 13:41:00,0.38000,0.31500,1.15100,0.87597
2018-08-19 13:42:00,0.34600,0.31700,1.05700,0.87853
2018-08-19 13:43:00,0.34100,0.31800,1.04200,0.88450
2018-08-19 13:44:00,0.27000,0.31900,0.82800,0.88369
2018-08-19 13:45:00,0.31800,0.31800,0.97300,0.88460
2018-08-19 13:46:00,0.24900,0.31700,0.76000,0.88700
2018-08-19 13:47:00,0.29700,0.31700,0.90700,0.88960
2018-08-19 13:48:00,0.23300,0.31800,0.71100,0.89022
2018-08-19 13:49:00,0.24500,0.31800,0.74900,0.89198
2018-08-19 13:50:00,0.33500,0.31700,1.02000,0.88922
2018-08-19 13:51:00,0.23900,0.31700,0.72600,0.88820
2018-08-19 13:52:00,0.27300,0.31700,0.83300,0.88094
2018-08-19 13:53:00,0.30700,0.31600,0.93100,0.87997
2018-08-19 13:54:00,0.28100,0.31700,0.85400,0.87954
2018-08-19 13:55:00,0.28600,0.31600,0.86800,0.87800
2018-08-19 13:56:00,0.33300,0.31800,1.01800,0.87536
2018-08-19 13:57:00,0.26300,0.31700,0.80000,0.87160
2018-08-19 13:58:00,0.28900,0.31600,0.87800,0.87089
2018-08-19 13:59:00,0.21400,0.31600,0.65100,0.87203
2018-08-19 14:00:00,0.26400,0.31600,0.80100,0.86891
2018-08-19 14:01:00,0.32000,0.31700,0.97200,0.86610
2018-08-19 14:02:00,0.38500,0.31700,1.17100,0.86436
2018-08-19 14:03:00,0.26000,0.31600,0.79100,0.85454
2018-08-19 14:04:00,0.25900,0.31700,0.79000,0.85259
2018-08-19 14:05:00,0.28400,0.31500,0.86000,0.85098
2018-08-19 14:06:00,0.25000,0.31600,0.75900,0.85029
2018-08-19 14:07:00,0.43600,0.31500,1.31900,0.84178
2018-08-19 14:08:00,0.28700,0.31600,0.87100,0.83635
2018-08-19 14:09:00,0.30900,0.31600,0.94000,0.82832
2018-08-19 14:10:00,0.28300,0.31500,0.85800,0.82488
2018-08-19 14:11:00,0.26500,0.31500,0.80300,0.81872
2018-08-19 14:12:00,0.25100,0.31500,0.75900,0.81051
2018-08-19 14:14:00,0.23000,0.31600,0.69800,0.79842
2018-08-19 14:15:00,0.24600,0.31500,0.74500,0.79756
2018-08-19 14:16:00,0.27700,0.31500,0.83800,0.79360
2018-08-19 14:17:00,0.24200,0.31600,0.73400,0.78496
2018-08-19 14:18:00,0.24600,0.31400,0.74200,0.78515
2018-08-19 14:19:00,0.18400,0.31500,0.55700,0.78647
2018-08-19 14:20:00,0.29900,0.31500,0.90400,0.78338
2018-08-19 14:21:00,0.25700,0.31500,0.77800,0.77904
2018-08-19 14:22:00,0.25100,0.31500,0.75900,0.77994
2018-08-19 14:23:00,0.23900,0.31400,0.72200,0.77506
2018-08-19 14:24:00,0.22800,0.31400,0.68900,0.77129
2018-08-19 14:25:00,0.24700,0.31400,0.74300,0.76553
2018-08-19 14:26:00,0.25200,0.31400,0.75900,0.75811
2018-08-19 14:27:00,0.25900,0.31400,0.78000,0.75640
2018-08-19 14:28:00,0.30600,0.31300,0.92100,0.74934
2018-08-19 14:29:00,0.25700,0.31400,0.77500,0.74572
2018-08-19 14:30:00,0.20800,0.31300,0.62500,0.73887
2018-08-19 14:31:00,0.23800,0.31300,0.71400,0.73454
2018-08-19 14:32:00,0.22900,0.31300,0.68500,0.73456
2018-08-19 14:33:00,0.24400,0.31200,0.73000,0.73410
2018-08-19 14:34:00,0.21300,0.31100,0.63500,0.72958
2018-08-19 14:35:00,0.22800,0.31200,0.68300,0.72601
2018-08-19 14:36:00,0.24800,0.31200,0.74100,0.71751
2018-08-19 14:37:00,0.23200,0.31200,0.69500,0.70897
2018-08-19 14:38:00,0.20800,0.31100,0.62000,0.71071
2018-08-19 14:39:00,0.28400,0.31000,0.84500,0.71505
2018-08-19 14:40:00,0.22900,0.31000,0.68200,0.71212
2018-08-19 14:41:00,0.22900,0.31000,0.68000,0.71149
2018-08-19 14:42:00,0.20500,0.31000,0.60900,0.70996
2018-08-19 14:43:00,0.28500,0.31000,0.84600,0.70813
2018-08-19 14:44:00,0.27500,0.31000,0.81600,0.71845
2018-08-19 14:45:00,0.25400,0.30900,0.75400,0.71888
2018-08-19 14:46:00,0.21600,0.30900,0.63800,0.72228
2018-08-19 14:47:00,0.23300,0.30800,0.68900,0.72392
2018-08-19 14:48:00,0.28000,0.30800,0.82700,0.72256
2018-08-19 14:49:00,0.28800,0.30800,0.84800,0.72107
2018-08-19 14:50:00,0.22600,0.30800,0.66500,0.71850
2018-08-19 14:51:00,0.23200,0.30700,0.68100,0.71722
2018-08-19 14:52:00,0.24800,0.30800,0.73000,0.71644
2018-08-19 14:53:00,0.25100,0.30800,0.74100,0.71301
2018-08-19 14:54:00,0.21000,0.30800,0.62000,0.71238
2018-08-19 14:55:00,0.28500,0.30800,0.84100,0.70573
2018-08-19 14:56:00,0.23900,0.30800,0.70500,0.70789
2018-08-19 14:57:00,0.20400,0.30800,0.59900,0.70632
2018-08-19 14:58:00,0.22100,0.30800,0.64900,0.70397
2018-08-19 14:59:00,0.25100,0.30700,0.73900,0.70295
2018-08-19 15:00:00,0.21300,0.30700,0.62800,0.69829
2018-08-19 15:01:00,0.24700,0.30700,0.72400,0.69623
2018-08-19 15:02:00,0.25000,0.30700,0.73400,0.69449
2018-08-19 15:03:00,0.23800,0.30700,0.69900,0.68711
2018-08-19 15:04:00,0.21500,0.30600,0.62900,0.68813
2018-08-19 15:05:00,0.30500,0.30700,0.89500,0.68692
2018-08-19 15:06:00,0.24700,0.30600,0.72200,0.68507
2018-08-19 15:07:00,0.17900,0.30600,0.52400,0.68275
2018-08-19 15:08:00,0.24000,0.30600,0.70100,0.68117
2018-08-19 15:09:00,0.23400,0.30600,0.68700,0.68221
2018-08-19 15:10:00,0.24800,0.30600,0.72500,0.67926
2018-08-19 15:11:00,0.25000,0.30500,0.72900,0.67752
2018-08-19 15:12:00,0.30300,0.30500,0.88400,0.67376
2018-08-19 15:13:00,0.20100,0.30500,0.58500,0.67207
2018-08-19 15:14:00,0.23700,0.30500,0.69000,0.67143
2018-08-19 15:15:00,0.23300,0.30500,0.67900,0.67024
2018-08-19 15:16:00,0.19200,0.30500,0.55900,0.66598
2018-08-19 15:17:00,0.22900,0.30500,0.66600,0.66131
2018-08-19 15:18:00,0.19700,0.30400,0.57300,0.65554
2018-08-19 15:19:00,0.19900,0.30400,0.58000,0.65514
2018-08-19 15:20:00,0.21800,0.30500,0.63500,0.65598
2018-08-19 15:21:00,0.19800,0.30400,0.57400,0.65502
2018-08-19 15:22:00,0.20000,0.30400,0.58200,0.64854
2018-08-19 15:23:00,0.23200,0.30400,0.67400,0.64501
2018-08-19 15:24:00,0.22000,0.30400,0.63900,0.64240
2018-08-19 15:25:00,0.21400,0.30400,0.62100,0.64252
2018-08-19 15:26:00,0.20500,0.30400,0.59600,0.63798
2018-08-19 15:27:00,0.22900,0.30400,0.66700,0.63387
2018-08-19 15:28:00,0.24000,0.30400,0.69800,0.63110
2018-08-19 15:29:00,0.19600,0.30300,0.56900,0.62891
2018-08-19 15:30:00,0.22400,0.30400,0.64900,0.62304
2018-08-19 15:31:00,0.19700,0.30400,0.57200,0.62304
2018-08-19 15:32:00,0.21700,0.30300,0.62900,0.62092
2018-08-19 15:33:00,0.22400,0.30300,0.65000,0.61648
2018-08-19 15:34:00,0.18700,0.30400,0.54400,0.61082
2018-08-19 15:35:00,0.23200,0.30400,0.67400,0.60797
2018-08-19 15:36:00,0.20700,0.30400,0.60200,0.60514
2018-08-19 15:37:00,0.20700,0.30400,0.60000,0.60234
2018-08-19 15:38:00,0.31300,0.30400,0.90900,0.59958
2018-08-19 15:39:00,0.23900,0.30300,0.69200,0.59684
2018-08-19 15:40:00,0.23300,0.30300,0.67500,0.59414
2018-08-19 15:41:00,0.18900,0.30300,0.54800,0.59147
2018-08-19 15:42:00,0.22300,0.30300,0.64600,0.58884
2018-08-19 15:43:00,0.19900,0.30300,0.57500,0.58624
2018-08-19 15:44:00,0.16500,0.30300,0.47900,0.58369
2018-08-19 15:45:00,0.19000,0.30300,0.55100,0.58117
2018-08-19 15:46:00,0.18000,0.30300,0.52100,0.57870
2018-08-19 15:47:00,0.23100,0.30300,0.66900,0.57627
2018-08-19 15:48:00,0.18000,0.30300,0.52200,0.57389
2018-08-19 15:49:00,0.12600,0.30300,0.36400,0.57155
2018-08-19 15:50:00,0.20700,0.30300,0.59900,0.56926
2018-08-19 15:51:00,0.20200,0.30400,0.58600,0.56703
2018-08-19 15:52:00,0.20600,0.30300,0.59700,0.56484
2018-08-19 15:55:00,0.19600,0.30200,0.56500,0.56271
2018-08-19 15:56:00,0.18800,0.30300,0.54400,0.56064
2018-08-19 15:57:00,0.15900,0.30200,0.45900,0.55862
2018-08-19 15:58:00,0.16500,0.30200,0.47600,0.55666
2018-08-19 15:59:00,0.21300,0.30200,0.61400,0.55476
2018-08-19 16:00:00,0.17900,0.30200,0.51700,0.55293
2018-08-19 16:02:00,0.21400,0.30200,0.61800,0.55115
2018-08-19 16:03:00,0.18400,0.30200,0.52900,0.54944
2018-08-19 16:04:00,0.19900,0.30100,0.57100,0.54780
2018-08-19 16:06:00,0.19800,0.29900,0.56400,0.54622
2018-08-19 16:07:00,0.19200,0.30100,0.54900,0.54472
2018-08-19 16:08:00,0.18600,0.30100,0.53600,0.54329
2018-08-19 16:09:00,0.20500,0.30100,0.58700,0.54193
2018-08-19 16:10:00,0.18800,0.30000,0.53700,0.54064
2018-08-19 16:11:00,0.17800,0.30000,0.50900,0.53943
2018-08-19 16:12:00,0.17500,0.30000,0.50100,0.53830
2018-08-19 16:13:00,0.21000,0.30000,0.60100,0.53725
