UTC_DOY,UTC_SOY,foxx_z_meters,foxx_dz_mper6h,m3_m3s_6h,m4_m3s_6h,mF_m3s_6h
74.5,6436800,2.336,-0.00100000000000033,-0.257099629629715,-0.950453518518836,-0.55130379629648
74.75,6458400,2.338,0.00200000000000022,0.514199259259317,1.90090703703725,1.10260759259272
75,6480000,2.336,-0.00200000000000022,-0.514199259259317,-1.90090703703725,-1.10260759259272
75.25,6501600,2.335,-0.00099999999999989,-0.257099629629601,-0.950453518518414,-0.551303796296236
75.5,6523200,2.336,0.00099999999999989,0.257099629629601,0.950453518518414,0.551303796296236
75.75,6544800,2.338,0.00200000000000022,0.514199259259317,1.90090703703725,1.10260759259272
76,6566400,2.336,-0.00200000000000022,-0.514199259259317,-1.90090703703725,-1.10260759259272
76.25,6588000,2.338,0.00200000000000022,0.514199259259317,1.90090703703725,1.10260759259272
76.5,6609600,2.339,0.00099999999999989,0.257099629629601,0.950453518518414,0.551303796296236
76.75,6631200,2.342,0.00300000000000011,0.771298888888918,2.85136055555566,1.65391138888895
77,6652800,2.343,0.00099999999999989,0.257099629629601,0.950453518518414,0.551303796296236
77.25,6674400,2.342,-0.00099999999999989,-0.257099629629601,-0.950453518518414,-0.551303796296236
77.5,6696000,2.345,0.00300000000000011,0.771298888888918,2.85136055555566,1.65391138888895
77.75,6717600,2.344,-0.00100000000000033,-0.257099629629715,-0.950453518518836,-0.55130379629648
78,6739200,2.344,0,0,0,0
78.25,6760800,2.343,-0.00099999999999989,-0.257099629629601,-0.950453518518414,-0.551303796296236
78.5,6782400,2.343,0,0,0,0
78.75,6804000,2.344,0.00099999999999989,0.257099629629601,0.950453518518414,0.551303796296236
79,6825600,2.341,-0.00299999999999967,-0.771298888888804,-2.85136055555524,-1.65391138888871
79.25,6847200,2.34,-0.00100000000000033,-0.257099629629715,-0.950453518518836,-0.55130379629648
79.5,6868800,2.34,0,0,0,0
79.75,6890400,2.341,0.00100000000000033,0.257099629629715,0.950453518518836,0.55130379629648
80,6912000,2.338,-0.00300000000000011,-0.771298888888918,-2.85136055555566,-1.65391138888895
80.25,6933600,2.339,0.00099999999999989,0.257099629629601,0.950453518518414,0.551303796296236
80.5,6955200,2.34,0.00099999999999989,0.257099629629601,0.950453518518414,0.551303796296236
80.75,6976800,2.341,0.00100000000000033,0.257099629629715,0.950453518518836,0.55130379629648
81,6998400,2.344,0.00299999999999967,0.771298888888804,2.85136055555524,1.65391138888871
81.25,7020000,2.343,-0.00099999999999989,-0.257099629629601,-0.950453518518414,-0.551303796296236
81.5,7041600,2.343,0,0,0,0
81.75,7063200,2.345,0.00200000000000022,0.514199259259317,1.90090703703725,1.10260759259272
82,7084800,2.344,-0.00100000000000033,-0.257099629629715,-0.950453518518836,-0.55130379629648
82.25,7106400,2.344,0,0,0,0
82.5,7128000,2.343,-0.00099999999999989,-0.257099629629601,-0.950453518518414,-0.551303796296236
82.75,7149600,2.345,0.00200000000000022,0.514199259259317,1.90090703703725,1.10260759259272
83,7171200,2.343,-0.00200000000000022,-0.514199259259317,-1.90090703703725,-1.10260759259272
83.25,7192800,2.343,0,0,0,0
83.5,7214400,2.344,0.00099999999999989,0.257099629629601,0.950453518518414,0.551303796296236
83.75,7236000,2.348,0.004,1.02839851851852,3.80181407407408,2.20521518518519
84,7257600,2.348,0,0,0,0
84.25,7279200,2.349,0.00100000000000033,0.257099629629715,0.950453518518836,0.55130379629648
84.5,7300800,2.352,0.00299999999999967,0.771298888888804,2.85136055555524,1.65391138888871
84.75,7322400,2.351,-0.00099999999999989,-0.257099629629601,-0.950453518518414,-0.551303796296236
85,7344000,2.352,0.00099999999999989,0.257099629629601,0.950453518518414,0.551303796296236
85.25,7365600,2.351,-0.00099999999999989,-0.257099629629601,-0.950453518518414,-0.551303796296236
85.5,7387200,2.352,0.00099999999999989,0.257099629629601,0.950453518518414,0.551303796296236
85.75,7408800,2.352,0,0,0,0
86,7430400,2.35,-0.00199999999999978,-0.514199259259203,-1.90090703703683,-1.10260759259247
86.25,7452000,2.35,0,0,0,0
86.5,7473600,2.35,0,0,0,0
86.75,7495200,2.348,-0.00200000000000022,-0.514199259259317,-1.90090703703725,-1.10260759259272
87,7516800,2.346,-0.00199999999999978,-0.514199259259203,-1.90090703703683,-1.10260759259247
87.25,7538400,2.346,0,0,0,0
87.5,7560000,2.347,0.00099999999999989,0.257099629629601,0.950453518518414,0.551303796296236
87.75,7581600,2.346,-0.00099999999999989,-0.257099629629601,-0.950453518518414,-0.551303796296236
88,7603200,2.343,-0.00300000000000011,-0.771298888888918,-2.85136055555566,-1.65391138888895
88.25,7624800,2.341,-0.00199999999999978,-0.514199259259203,-1.90090703703683,-1.10260759259247
88.5,7646400,2.338,-0.00300000000000011,-0.771298888888918,-2.85136055555566,-1.65391138888895
88.75,7668000,2.344,0.00599999999999978,1.54259777777772,5.70272111111091,3.30782277777766
89,7689600,2.344,0,0,0,0
89.25,7711200,2.343,-0.00099999999999989,-0.257099629629601,-0.950453518518414,-0.551303796296236
89.5,7732800,2.343,0,0,0,0
89.75,7754400,2.344,0.00099999999999989,0.257099629629601,0.950453518518414,0.551303796296236
90,7776000,2.343,-0.00099999999999989,-0.257099629629601,-0.950453518518414,-0.551303796296236
90.25,7797600,2.343,0,0,0,0
90.5,7819200,2.346,0.00300000000000011,0.771298888888918,2.85136055555566,1.65391138888895
90.75,7840800,2.348,0.00199999999999978,0.514199259259203,1.90090703703683,1.10260759259247
91,7862400,2.346,-0.00199999999999978,-0.514199259259203,-1.90090703703683,-1.10260759259247
91.25,7884000,2.348,0.00199999999999978,0.514199259259203,1.90090703703683,1.10260759259247
91.5,7905600,2.349,0.00100000000000033,0.257099629629715,0.950453518518836,0.55130379629648
91.75,7927200,2.35,0.00099999999999989,0.257099629629601,0.950453518518414,0.551303796296236
92,7948800,2.35,0,0,0,0
92.25,7970400,2.35,0,0,0,0
92.5,7992000,2.352,0.00199999999999978,0.514199259259203,1.90090703703683,1.10260759259247
92.75,8013600,2.353,0.00100000000000033,0.257099629629715,0.950453518518836,0.55130379629648
93,8035200,2.352,-0.00100000000000033,-0.257099629629715,-0.950453518518836,-0.55130379629648
93.25,8056800,2.353,0.00100000000000033,0.257099629629715,0.950453518518836,0.55130379629648
93.5,8078400,2.353,0,0,0,0
93.75,8100000,2.355,0.00199999999999978,0.514199259259203,1.90090703703683,1.10260759259247
94,8121600,2.353,-0.00199999999999978,-0.514199259259203,-1.90090703703683,-1.10260759259247
94.25,8143200,2.353,0,0,0,0
94.5,8164800,2.354,0.00099999999999989,0.257099629629601,0.950453518518414,0.551303796296236
94.75,8186400,2.354,0,0,0,0
95,8208000,2.353,-0.00099999999999989,-0.257099629629601,-0.950453518518414,-0.551303796296236
95.25,8229600,2.353,0,0,0,0
95.5,8251200,2.353,0,0,0,0
95.75,8272800,2.354,0.00099999999999989,0.257099629629601,0.950453518518414,0.551303796296236
96,8294400,2.354,0,0,0,0
96.25,8316000,2.354,0,0,0,0
96.5,8337600,2.355,0.00099999999999989,0.257099629629601,0.950453518518414,0.551303796296236
96.75,8359200,2.355,0,0,0,0
97,8380800,2.355,0,0,0,0
97.25,8402400,2.354,-0.00099999999999989,-0.257099629629601,-0.950453518518414,-0.551303796296236
97.5,8424000,2.355,0.00099999999999989,0.257099629629601,0.950453518518414,0.551303796296236
97.75,8445600,2.356,0.00099999999999989,0.257099629629601,0.950453518518414,0.551303796296236
98,8467200,2.358,0.00200000000000022,0.514199259259317,1.90090703703725,1.10260759259272
98.25,8488800,2.355,-0.00300000000000011,-0.771298888888918,-2.85136055555566,-1.65391138888895
98.5,8510400,2.354,-0.00099999999999989,-0.257099629629601,-0.950453518518414,-0.551303796296236
98.75,8532000,2.354,0,0,0,0
99,8553600,2.354,0,0,0,0
99.25,8575200,2.353,-0.00099999999999989,-0.257099629629601,-0.950453518518414,-0.551303796296236
99.5,8596800,2.352,-0.00100000000000033,-0.257099629629715,-0.950453518518836,-0.55130379629648
99.75,8618400,2.354,0.00200000000000022,0.514199259259317,1.90090703703725,1.10260759259272
100,8640000,2.352,-0.00200000000000022,-0.514199259259317,-1.90090703703725,-1.10260759259272
100.25,8661600,2.351,-0.00099999999999989,-0.257099629629601,-0.950453518518414,-0.551303796296236
100.5,8683200,2.35,-0.00099999999999989,-0.257099629629601,-0.950453518518414,-0.551303796296236
100.75,8704800,2.351,0.00099999999999989,0.257099629629601,0.950453518518414,0.551303796296236
101,8726400,2.348,-0.00300000000000011,-0.771298888888918,-2.85136055555566,-1.65391138888895
101.25,8748000,2.348,0,0,0,0
101.5,8769600,2.349,0.00100000000000033,0.257099629629715,0.950453518518836,0.55130379629648
101.75,8791200,2.348,-0.00100000000000033,-0.257099629629715,-0.950453518518836,-0.55130379629648
102,8812800,2.348,0,0,0,0
102.25,8834400,2.348,0,0,0,0
102.5,8856000,2.348,0,0,0,0
102.75,8877600,2.349,0.00100000000000033,0.257099629629715,0.950453518518836,0.55130379629648
103,8899200,2.347,-0.00200000000000022,-0.514199259259317,-1.90090703703725,-1.10260759259272
103.25,8920800,2.348,0.00099999999999989,0.257099629629601,0.950453518518414,0.551303796296236
103.5,8942400,2.352,0.004,1.02839851851852,3.80181407407408,2.20521518518519
103.75,8964000,2.351,-0.00099999999999989,-0.257099629629601,-0.950453518518414,-0.551303796296236
104,8985600,2.349,-0.00199999999999978,-0.514199259259203,-1.90090703703683,-1.10260759259247
104.25,9007200,2.349,0,0,0,0
104.5,9028800,2.351,0.00199999999999978,0.514199259259203,1.90090703703683,1.10260759259247
104.75,9050400,2.353,0.00200000000000022,0.514199259259317,1.90090703703725,1.10260759259272
105,9072000,2.351,-0.00200000000000022,-0.514199259259317,-1.90090703703725,-1.10260759259272
105.25,9093600,2.35,-0.00099999999999989,-0.257099629629601,-0.950453518518414,-0.551303796296236
105.5,9115200,2.352,0.00199999999999978,0.514199259259203,1.90090703703683,1.10260759259247
105.75,9136800,2.354,0.00200000000000022,0.514199259259317,1.90090703703725,1.10260759259272
106,9158400,2.353,-0.00099999999999989,-0.257099629629601,-0.950453518518414,-0.551303796296236
106.25,9180000,2.352,-0.00100000000000033,-0.257099629629715,-0.950453518518836,-0.55130379629648
106.5,9201600,2.354,0.00200000000000022,0.514199259259317,1.90090703703725,1.10260759259272
106.75,9223200,2.356,0.00199999999999978,0.514199259259203,1.90090703703683,1.10260759259247
107,9244800,2.355,-0.00099999999999989,-0.257099629629601,-0.950453518518414,-0.551303796296236
107.25,9266400,2.355,0,0,0,0
107.5,9288000,2.354,-0.00099999999999989,-0.257099629629601,-0.950453518518414,-0.551303796296236
107.75,9309600,2.356,0.00199999999999978,0.514199259259203,1.90090703703683,1.10260759259247
108,9331200,2.356,0,0,0,0
108.25,9352800,2.356,0,0,0,0
108.5,9374400,2.356,0,0,0,0
108.75,9396000,2.357,0.00100000000000033,0.257099629629715,0.950453518518836,0.55130379629648
109,9417600,2.356,-0.00100000000000033,-0.257099629629715,-0.950453518518836,-0.55130379629648
109.25,9439200,2.354,-0.00199999999999978,-0.514199259259203,-1.90090703703683,-1.10260759259247
109.5,9460800,2.355,0.00099999999999989,0.257099629629601,0.950453518518414,0.551303796296236
109.75,9482400,2.357,0.00200000000000022,0.514199259259317,1.90090703703725,1.10260759259272
110,9504000,2.353,-0.004,-1.02839851851852,-3.80181407407408,-2.20521518518519
110.25,9525600,2.351,-0.00200000000000022,-0.514199259259317,-1.90090703703725,-1.10260759259272
110.5,9547200,2.352,0.00099999999999989,0.257099629629601,0.950453518518414,0.551303796296236
110.75,9568800,2.354,0.00200000000000022,0.514199259259317,1.90090703703725,1.10260759259272
111,9590400,2.352,-0.00200000000000022,-0.514199259259317,-1.90090703703725,-1.10260759259272
111.25,9612000,2.351,-0.00099999999999989,-0.257099629629601,-0.950453518518414,-0.551303796296236
111.5,9633600,2.352,0.00099999999999989,0.257099629629601,0.950453518518414,0.551303796296236
111.75,9655200,2.352,0,0,0,0
112,9676800,2.35,-0.00199999999999978,-0.514199259259203,-1.90090703703683,-1.10260759259247
112.25,9698400,2.35,0,0,0,0
112.5,9720000,2.351,0.00099999999999989,0.257099629629601,0.950453518518414,0.551303796296236
112.75,9741600,2.353,0.00200000000000022,0.514199259259317,1.90090703703725,1.10260759259272
113,9763200,2.351,-0.00200000000000022,-0.514199259259317,-1.90090703703725,-1.10260759259272
113.25,9784800,2.351,0,0,0,0
113.5,9806400,2.353,0.00200000000000022,0.514199259259317,1.90090703703725,1.10260759259272
113.75,9828000,2.353,0,0,0,0
114,9849600,2.353,0,0,0,0
114.25,9871200,2.351,-0.00200000000000022,-0.514199259259317,-1.90090703703725,-1.10260759259272
114.5,9892800,2.351,0,0,0,0
114.75,9914400,2.354,0.00300000000000011,0.771298888888918,2.85136055555566,1.65391138888895
115,9936000,2.352,-0.00200000000000022,-0.514199259259317,-1.90090703703725,-1.10260759259272
115.25,9957600,2.351,-0.00099999999999989,-0.257099629629601,-0.950453518518414,-0.551303796296236
115.5,9979200,2.351,0,0,0,0
115.75,10000800,2.355,0.004,1.02839851851852,3.80181407407408,2.20521518518519
116,10022400,2.351,-0.004,-1.02839851851852,-3.80181407407408,-2.20521518518519
116.25,10044000,2.35,-0.00099999999999989,-0.257099629629601,-0.950453518518414,-0.551303796296236
116.5,10065600,2.351,0.00099999999999989,0.257099629629601,0.950453518518414,0.551303796296236
116.75,10087200,2.353,0.00200000000000022,0.514199259259317,1.90090703703725,1.10260759259272
117,10108800,2.352,-0.00100000000000033,-0.257099629629715,-0.950453518518836,-0.55130379629648
117.25,10130400,2.353,0.00100000000000033,0.257099629629715,0.950453518518836,0.55130379629648
117.5,10152000,2.355,0.00199999999999978,0.514199259259203,1.90090703703683,1.10260759259247
117.75,10173600,2.356,0.00099999999999989,0.257099629629601,0.950453518518414,0.551303796296236
118,10195200,2.356,0,0,0,0
118.25,10216800,2.356,0,0,0,0
118.5,10238400,2.358,0.00200000000000022,0.514199259259317,1.90090703703725,1.10260759259272
118.75,10260000,2.359,0.00099999999999989,0.257099629629601,0.950453518518414,0.551303796296236
119,10281600,2.357,-0.00199999999999978,-0.514199259259203,-1.90090703703683,-1.10260759259247
119.25,10303200,2.356,-0.00100000000000033,-0.257099629629715,-0.950453518518836,-0.55130379629648
119.5,10324800,2.358,0.00200000000000022,0.514199259259317,1.90090703703725,1.10260759259272
119.75,10346400,2.357,-0.00099999999999989,-0.257099629629601,-0.950453518518414,-0.551303796296236
120,10368000,2.355,-0.00200000000000022,-0.514199259259317,-1.90090703703725,-1.10260759259272
120.25,10389600,2.354,-0.00099999999999989,-0.257099629629601,-0.950453518518414,-0.551303796296236
120.5,10411200,2.356,0.00199999999999978,0.514199259259203,1.90090703703683,1.10260759259247
120.75,10432800,2.358,0.00200000000000022,0.514199259259317,1.90090703703725,1.10260759259272
121,10454400,2.357,-0.00099999999999989,-0.257099629629601,-0.950453518518414,-0.551303796296236
121.25,10476000,2.356,-0.00100000000000033,-0.257099629629715,-0.950453518518836,-0.55130379629648
121.5,10497600,2.357,0.00100000000000033,0.257099629629715,0.950453518518836,0.55130379629648
121.75,10519200,2.359,0.00199999999999978,0.514199259259203,1.90090703703683,1.10260759259247
122,10540800,2.357,-0.00199999999999978,-0.514199259259203,-1.90090703703683,-1.10260759259247
122.25,10562400,2.357,0,0,0,0
122.5,10584000,2.358,0.00099999999999989,0.257099629629601,0.950453518518414,0.551303796296236
122.75,10605600,2.359,0.00099999999999989,0.257099629629601,0.950453518518414,0.551303796296236
123,10627200,2.357,-0.00199999999999978,-0.514199259259203,-1.90090703703683,-1.10260759259247
123.25,10648800,2.356,-0.00100000000000033,-0.257099629629715,-0.950453518518836,-0.55130379629648
123.5,10670400,2.358,0.00200000000000022,0.514199259259317,1.90090703703725,1.10260759259272
123.75,10692000,2.36,0.00199999999999978,0.514199259259203,1.90090703703683,1.10260759259247
124,10713600,2.358,-0.00199999999999978,-0.514199259259203,-1.90090703703683,-1.10260759259247
124.25,10735200,2.357,-0.00099999999999989,-0.257099629629601,-0.950453518518414,-0.551303796296236
124.5,10756800,2.359,0.00199999999999978,0.514199259259203,1.90090703703683,1.10260759259247
124.75,10778400,2.361,0.00200000000000022,0.514199259259317,1.90090703703725,1.10260759259272
125,10800000,2.358,-0.00300000000000011,-0.771298888888918,-2.85136055555566,-1.65391138888895
125.25,10821600,2.357,-0.00099999999999989,-0.257099629629601,-0.950453518518414,-0.551303796296236
125.5,10843200,2.358,0.00099999999999989,0.257099629629601,0.950453518518414,0.551303796296236
125.75,10864800,2.362,0.004,1.02839851851852,3.80181407407408,2.20521518518519
126,10886400,2.362,0,0,0,0
126.25,10908000,2.361,-0.00099999999999989,-0.257099629629601,-0.950453518518414,-0.551303796296236
126.5,10929600,2.363,0.00199999999999978,0.514199259259203,1.90090703703683,1.10260759259247
126.75,10951200,2.364,0.00099999999999989,0.257099629629601,0.950453518518414,0.551303796296236
127,10972800,2.364,0,0,0,0
127.25,10994400,2.363,-0.00099999999999989,-0.257099629629601,-0.950453518518414,-0.551303796296236
127.5,11016000,2.363,0,0,0,0
127.75,11037600,2.365,0.00200000000000022,0.514199259259317,1.90090703703725,1.10260759259272
128,11059200,2.366,0.00099999999999989,0.257099629629601,0.950453518518414,0.551303796296236
128.25,11080800,2.366,0,0,0,0
128.5,11102400,2.37,0.004,1.02839851851852,3.80181407407408,2.20521518518519
128.75,11124000,2.374,0.004,1.02839851851852,3.80181407407408,2.20521518518519
129,11145600,2.374,0,0,0,0
129.25,11167200,2.373,-0.00099999999999989,-0.257099629629601,-0.950453518518414,-0.551303796296236
129.5,11188800,2.374,0.00099999999999989,0.257099629629601,0.950453518518414,0.551303796296236
129.75,11210400,2.382,0.00800000000000001,2.05679703703704,7.60362814814815,4.41043037037037
130,11232000,2.385,0.00299999999999967,0.771298888888804,2.85136055555524,1.65391138888871
130.25,11253600,2.384,-0.00099999999999989,-0.257099629629601,-0.950453518518414,-0.551303796296236
130.5,11275200,2.385,0.00099999999999989,0.257099629629601,0.950453518518414,0.551303796296236
130.75,11296800,2.393,0.00800000000000001,2.05679703703704,7.60362814814815,4.41043037037037
131,11318400,2.398,0.00500000000000034,1.28549814814824,4.75226759259291,2.75651898148167
131.25,11340000,2.397,-0.00100000000000033,-0.257099629629715,-0.950453518518836,-0.55130379629648
131.5,11361600,2.4,0.00300000000000011,0.771298888888918,2.85136055555566,1.65391138888895
131.75,11383200,2.41,0.0100000000000002,2.57099629629636,9.50453518518541,5.51303796296309
132,11404800,2.412,0.00199999999999978,0.514199259259203,1.90090703703683,1.10260759259247
132.25,11426400,2.41,-0.00199999999999978,-0.514199259259203,-1.90090703703683,-1.10260759259247
132.5,11448000,2.414,0.004,1.02839851851852,3.80181407407408,2.20521518518519
132.75,11469600,2.417,0.00299999999999967,0.771298888888804,2.85136055555524,1.65391138888871
133,11491200,2.418,0.00100000000000033,0.257099629629715,0.950453518518836,0.55130379629648
133.25,11512800,2.418,0,0,0,0
133.5,11534400,2.42,0.00199999999999978,0.514199259259203,1.90090703703683,1.10260759259247
133.75,11556000,2.421,0.00099999999999989,0.257099629629601,0.950453518518414,0.551303796296236
134,11577600,2.418,-0.00299999999999967,-0.771298888888804,-2.85136055555524,-1.65391138888871
134.25,11599200,2.417,-0.00100000000000033,-0.257099629629715,-0.950453518518836,-0.55130379629648
134.5,11620800,2.419,0.00200000000000022,0.514199259259317,1.90090703703725,1.10260759259272
134.75,11642400,2.42,0.00099999999999989,0.257099629629601,0.950453518518414,0.551303796296236
135,11664000,2.418,-0.00199999999999978,-0.514199259259203,-1.90090703703683,-1.10260759259247
135.25,11685600,2.418,0,0,0,0
135.5,11707200,2.416,-0.00200000000000022,-0.514199259259317,-1.90090703703725,-1.10260759259272
135.75,11728800,2.424,0.00800000000000001,2.05679703703704,7.60362814814815,4.41043037037037
136,11750400,2.421,-0.00300000000000011,-0.771298888888918,-2.85136055555566,-1.65391138888895
136.25,11772000,2.42,-0.00099999999999989,-0.257099629629601,-0.950453518518414,-0.551303796296236
136.5,11793600,2.42,0,0,0,0
136.75,11815200,2.423,0.00300000000000011,0.771298888888918,2.85136055555566,1.65391138888895
137,11836800,2.424,0.00099999999999989,0.257099629629601,0.950453518518414,0.551303796296236
137.25,11858400,2.422,-0.00199999999999978,-0.514199259259203,-1.90090703703683,-1.10260759259247
137.5,11880000,2.424,0.00199999999999978,0.514199259259203,1.90090703703683,1.10260759259247
137.75,11901600,2.43,0.00600000000000023,1.54259777777784,5.70272111111133,3.3078227777779
138,11923200,2.43,0,0,0,0
138.25,11944800,2.43,0,0,0,0
138.5,11966400,2.431,0.00099999999999989,0.257099629629601,0.950453518518414,0.551303796296236
138.75,11988000,2.437,0.00599999999999978,1.54259777777772,5.70272111111091,3.30782277777766
139,12009600,2.441,0.004,1.02839851851852,3.80181407407408,2.20521518518519
139.25,12031200,2.439,-0.00199999999999978,-0.514199259259203,-1.90090703703683,-1.10260759259247
139.5,12052800,2.442,0.00300000000000011,0.771298888888918,2.85136055555566,1.65391138888895
139.75,12074400,2.448,0.00599999999999978,1.54259777777772,5.70272111111091,3.30782277777766
140,12096000,2.45,0.00200000000000022,0.514199259259317,1.90090703703725,1.10260759259272
140.25,12117600,2.45,0,0,0,0
140.5,12139200,2.454,0.004,1.02839851851852,3.80181407407408,2.20521518518519
140.75,12160800,2.463,0.0089999999999999,2.31389666666664,8.55408166666657,4.96173416666661
141,12182400,2.465,0.00199999999999978,0.514199259259203,1.90090703703683,1.10260759259247
141.25,12204000,2.464,-0.00099999999999989,-0.257099629629601,-0.950453518518414,-0.551303796296236
141.5,12225600,2.465,0.00099999999999989,0.257099629629601,0.950453518518414,0.551303796296236
141.75,12247200,2.469,0.004,1.02839851851852,3.80181407407408,2.20521518518519
142,12268800,2.47,0.00100000000000033,0.257099629629715,0.950453518518836,0.55130379629648
142.25,12290400,2.47,0,0,0,0
142.5,12312000,2.473,0.00299999999999967,0.771298888888804,2.85136055555524,1.65391138888871
142.75,12333600,2.482,0.00900000000000034,2.31389666666675,8.55408166666699,4.96173416666685
143,12355200,2.478,-0.004,-1.02839851851852,-3.80181407407408,-2.20521518518519
143.25,12376800,2.478,0,0,0,0
143.5,12398400,2.48,0.00199999999999978,0.514199259259203,1.90090703703683,1.10260759259247
143.75,12420000,2.487,0.00700000000000012,1.79969740740744,6.65317462962974,3.85912657407414
144,12441600,2.491,0.004,1.02839851851852,3.80181407407408,2.20521518518519
144.25,12463200,2.49,-0.00099999999999989,-0.257099629629601,-0.950453518518414,-0.551303796296236
